src_oui,src_mac,src2dst_transmission_rate_ms,src2dst_transmission_rate_bytes_ms,src2dst_total_packets,src2dst_total_duration_ms,src2dst_total_bytes,src2dst_stdev_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_max_ps,src2dst_last_seen_time_ms,src2dst_first_seen_time_ms,protocol,dst_oui,dst_mac,dst2src_transmission_rate_ms,dst2src_transmission_rate_bytes_ms,dst2src_total_packets,dst2src_total_duration_ms,dst2src_total_bytes,dst2src_stdev_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_max_ps,dst2src_last_seen_time_ms,dst2src_first_seen_time_ms,bidirectional_transmission_rate_ms,bidirectional_transmission_rate_byte_ms,bidirectional_total_packets,bidirectional_total_duration_ms,bidirectional_total_bytes,bidirectional_stdev_ps,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_max_ps,label
0x3990,0x3990,0.0010866754137714,0.1354269234412664,16,14723.807861328123,1994.0,1.3635890143294642,122.0,124.625,128.0,1652455220337.6782,1652455205613.8704,z,0x02b0,0x02b0,0.0010187439941111,0.1323008867019055,15,14724.01318359375,1948.0,5.044689176638031,127.0,129.86666666666667,146.0,1652455220338.2937,1652455205614.2805,0.0021053456423054,0.2677184684505808,31,14724.423095703123,3942.0,4.459696053419884,124.0,127.33333333333331,146.0,smart_bridge
0x02b0,0x02b0,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652455212217.1667,1652455212217.1667,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0010225087300081,0.1272630096271708,13,12713.827880859377,1618.0,1.1512791959304434,122.0,124.46153846153848,126.0,1652455297726.7173,1652455285012.8894,z,0x02b0,0x02b0,0.0011798206200268,0.1520395505674593,15,12713.797119140623,1933.0,2.578543947441829,127.0,128.86666666666667,133.0,1652455297727.3882,1652455285013.591,0.0022022102865425,0.2792874545540185,28,12714.498779296877,3551.0,2.9000000000000004,124.0,126.7,133.0,smart_bridge
0x02b0,0x02b0,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652455287866.103,1652455287866.103,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0016122333391016,0.2005807948352964,17,10544.37939453125,2115.0,1.140630554686195,122.0,124.41176470588236,126.0,1652455387685.886,1652455377141.5066,z,0x02b0,0x02b0,0.001136246974302,0.1461024234456721,12,10561.084228515623,1543.0,2.5644470922381863,127.0,128.58333333333334,133.0,1652455387703.651,1652455377142.567,0.0027456545954776,0.3463311900088721,29,10562.144287109377,3658.0,2.8431203515386634,123.0,126.5,133.0,smart_bridge
0x02b0,0x02b0,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652455378475.7805,1652455378475.7805,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0011782077475386,0.1465690437938036,10,8487.467529296875,1244.0,1.2,122.0,124.4,126.0,1652455425308.6711,1652455416821.2036,z,0x02b0,0x02b0,0.0011781843632441,0.1517501459858444,10,8487.635986328125,1288.0,2.749545416973504,127.0,128.8,133.0,1652455425309.439,1652455416821.803,0.0023562023402565,0.2982952162764801,20,8488.2353515625,2532.0,2.9342801502242417,124.0,126.7,133.0,smart_bridge
0x02b0,0x02b0,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652455423680.6228,1652455423680.6228,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0004526675566287,0.0577292593313098,32,70692.05541992188,4081.0,5.825506281646257,121.0,127.53125,141.0,1643661196577.579,1643661125885.5237,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bridge
0x3990,0x3990,0.001253195937176,0.1580561406479163,49,39100.031005859375,6180.0,6.662819936986368,119.0,126.12244897959184,151.0,1643661196502.6528,1643661157402.6218,z,0xe28a,0xe28a,0.0008716548943121,0.118006690544668,34,39006.262939453125,4603.0,16.447804619967037,119.0,135.38235294117646,192.0,1643661196503.3271,1643661157497.0642,0.0021227238566649,0.2757750764628712,83,39100.705322265625,10783.0,13.086120119897553,119.0,131.44117647058823,192.0,smart_bridge
0xe28a,0xe28a,0.0003686807945299,0.0466749885874872,15,40685.60180664063,1899.0,4.841487374764083,121.0,126.6,133.0,1643661198114.9666,1643661157429.3647,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0016963797632364,0.2115724840708449,25,14737.26611328125,3118.0,0.7756287771866126,123.0,124.72,126.0,1652454788948.6978,1652454774211.4316,z,0xe28a,0xe28a,0.0010164507020499,0.1311899039445814,15,14757.233154296877,1936.0,2.792052212182923,127.0,129.06666666666666,133.0,1652454788969.4426,1652454774212.2097,0.0027103923446768,0.3424580727499148,40,14758.010986328123,5054.0,3.066847820736392,123.0,126.83333333333331,133.0,smart_bridge
0xe28a,0xe28a,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652454777579.134,1652454777579.134,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0016572653938011,0.206921422026035,21,12671.476806640623,2622.0,0.773717943298663,124.0,124.85714285714286,126.0,1652454868452.3147,1652454855780.838,z,0xe28a,0xe28a,0.0009470143797559,0.1221648549885194,12,12671.402099609377,1548.0,2.8284271247461903,127.0,129.0,133.0,1652454868452.9443,1652454855781.5422,0.002604144791745,0.3290692055023347,33,12672.1064453125,4170.0,3.023059524536176,124.0,126.83333333333331,133.0,smart_bridge
0xe28a,0xe28a,1.0,124.0,1,0.0,124.0,0.0,124.0,124.0,124.0,1652454868273.6484,1652454868273.6484,z,0xffff,0xffff,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,smart_bulb
0x3990,0x3990,0.0014940377959079,0.1864401902156765,19,12717.215087890623,2371.0,0.7663273567663704,124.0,124.78947368421052,126.0,1652454901962.2188,1652454889245.0037,z,0xe28a,0xe28a,0.0010222561097119,0.1318710381528372,13,12716.9697265625,1677.0,2.7174648819470297,127.0,129.0,133.0,1652454901962.689,1652454889245.7192,0.0025161811476118,0.3182969151728936,32,12717.685302734377,4048.0,2.9873995737125205,124.0,126.8076923076923,133.0,smart_bridge
